scale,policy,instance_idx,solved,cumulative_flips,best_flips,n_tries,time_s
n10,minbreak,0,True,2197,12,10,0.0754
n10,minbreak,1,True,7094,15,10,0.2268
n10,minbreak,2,True,827,15,10,0.0318
n10,minbreak,3,True,465,12,10,0.0205
n10,minbreak,4,True,667,27,10,0.0268
n10,minbreak,5,True,1473,21,10,0.0531
n10,minbreak,6,True,4210,21,10,0.1356
n10,minbreak,7,True,3330,10,10,0.1105
n10,minbreak,8,True,622,16,10,0.0258
n10,minbreak,9,True,430,16,10,0.021
n10,minbreak,10,True,2577,13,10,0.0857
n10,minbreak,11,True,5128,15,10,0.1677
n10,minbreak,12,True,4295,16,10,0.14
n10,minbreak,13,True,429,16,10,0.0194
n10,minbreak,14,True,436,15,10,0.0194
n10,minbreak,15,True,612,20,10,0.0253
n10,minbreak,16,True,7091,17,10,0.2275
n10,minbreak,17,True,2390,22,10,0.0793
n10,minbreak,18,True,253,13,10,0.014
n10,minbreak,19,True,2271,17,10,0.0767
n10,minbreak,20,True,390,18,10,0.0182
n10,minbreak,21,True,4196,18,10,0.1376
n10,minbreak,22,True,2406,16,10,0.0812
n10,minbreak,23,True,2339,13,10,0.0786
n10,minbreak,24,True,1420,37,10,0.0494
n10,minbreak,25,True,786,19,10,0.0293
n10,minbreak,26,True,6109,16,10,0.1952
n10,minbreak,27,True,370,22,10,0.0177
n10,minbreak,28,True,3532,16,10,0.1155
n10,minbreak,29,True,3219,15,10,0.107
n10,minbreak,30,True,411,20,10,0.019
n10,minbreak,31,True,709,15,10,0.0277
n10,minbreak,32,True,2244,10,10,0.0753
n10,minbreak,33,True,725,24,10,0.0283
n10,minbreak,34,True,2111,17,10,0.0706
n10,minbreak,35,True,3196,18,10,0.1059
n10,minbreak,36,True,426,14,10,0.0217
n10,minbreak,37,True,364,12,10,0.0177
n10,minbreak,38,True,6265,10,10,0.1999
n10,minbreak,39,True,3518,29,10,0.1128
n10,minbreak,40,True,2396,14,10,0.0794
n10,minbreak,41,True,5275,30,10,0.1702
n10,minbreak,42,True,788,17,10,0.0298
n10,minbreak,43,True,329,13,10,0.0165
n10,minbreak,44,True,2790,15,10,0.0915
n10,minbreak,45,True,445,14,10,0.0201
n10,minbreak,46,True,4172,13,10,0.1357
n10,minbreak,47,True,2051,16,10,0.0694
n10,minbreak,48,True,3450,21,10,0.1125
n10,minbreak,49,True,351,12,10,0.0168
n10,minbreak,50,True,524,18,10,0.0223
n10,minbreak,51,True,1351,12,10,0.0476
n10,minbreak,52,True,2262,21,10,0.0771
n10,minbreak,53,True,5111,18,10,0.1646
n10,minbreak,54,True,319,16,10,0.016
n10,minbreak,55,True,602,17,10,0.025
n10,minbreak,56,True,1058,16,10,0.0379
n10,minbreak,57,True,476,18,10,0.0203
n10,minbreak,58,True,587,11,10,0.0241
n10,minbreak,59,True,2232,12,10,0.0754
n10,minbreak,60,True,646,17,10,0.0259
n10,minbreak,61,True,807,11,10,0.0308
n10,minbreak,62,True,1012,19,10,0.0369
n10,minbreak,63,True,936,14,10,0.0352
n10,minbreak,64,True,2258,14,10,0.0754
n10,minbreak,65,True,898,37,10,0.0341
n10,minbreak,66,True,5103,14,10,0.1638
n10,minbreak,67,True,2164,10,10,0.0739
n10,minbreak,68,True,602,17,10,0.025
n10,minbreak,69,True,4157,16,10,0.1353
n10,minbreak,70,True,474,17,10,0.0213
