scale,policy,instance_idx,solved,cumulative_flips,best_flips,n_tries,time_s
n3,minbreak,0,True,113,3,10,0.0021
n3,minbreak,1,True,153,3,10,0.0023
n3,minbreak,2,True,120,3,10,0.002
n3,minbreak,3,True,166,2,10,0.0025
n3,minbreak,4,True,81,4,10,0.0016
n3,minbreak,5,True,114,2,10,0.0019
n3,minbreak,6,True,147,2,10,0.0022
n3,minbreak,7,True,270,3,10,0.0034
n3,minbreak,8,True,209,1,10,0.0027
n3,minbreak,9,True,84,2,10,0.0015
n3,minbreak,10,True,110,2,10,0.0018
n3,minbreak,11,True,103,2,10,0.0017
n3,minbreak,12,True,128,2,10,0.0019
n3,minbreak,13,True,188,3,10,0.0025
n3,minbreak,14,True,159,3,10,0.0023
n3,minbreak,15,True,227,8,10,0.0029
n3,minbreak,16,True,157,3,10,0.0022
n3,minbreak,17,True,170,8,10,0.0024
n3,minbreak,18,True,134,2,10,0.002
n3,minbreak,19,True,176,7,10,0.0024
n3,minbreak,20,True,117,1,10,0.0019
n3,minbreak,21,True,122,3,10,0.0019
n3,minbreak,22,True,123,5,10,0.0019
n3,minbreak,23,True,111,3,10,0.0018
n3,minbreak,24,True,149,3,10,0.0022
n3,minbreak,25,True,153,1,10,0.0022
n3,minbreak,26,True,150,6,10,0.0022
n3,minbreak,27,True,132,5,10,0.002
n3,minbreak,28,True,150,5,10,0.0022
n3,minbreak,29,True,163,2,10,0.0023
n3,minbreak,30,True,154,2,10,0.0022
n3,minbreak,31,True,152,4,10,0.0022
n3,minbreak,32,True,155,5,10,0.0022
n3,minbreak,33,True,225,2,10,0.0029
n3,minbreak,34,True,58,2,10,0.0013
n3,minbreak,35,True,212,3,10,0.0027
n3,minbreak,36,True,122,3,10,0.0019
n3,minbreak,37,True,171,3,10,0.0024
n3,minbreak,38,True,127,4,10,0.002
n3,minbreak,39,True,103,1,10,0.0017
n3,minbreak,40,True,130,4,10,0.002
n3,minbreak,41,True,99,2,10,0.0017
n3,minbreak,42,True,206,5,10,0.0027
n3,minbreak,43,True,140,3,10,0.0021
n3,minbreak,44,True,145,4,10,0.0021
n3,minbreak,45,True,156,2,10,0.0022
n3,minbreak,46,True,142,4,10,0.0021
n3,minbreak,47,True,252,1,10,0.0031
n3,minbreak,48,True,124,2,10,0.0019
n3,minbreak,49,True,129,1,10,0.002
n3,minbreak,50,True,162,2,10,0.0023
n3,minbreak,51,True,141,2,10,0.0021
n3,minbreak,52,True,139,2,10,0.0021
n3,minbreak,53,True,200,1,10,0.0026
n3,minbreak,54,True,132,3,10,0.002
n3,minbreak,55,True,152,3,10,0.0022
n3,minbreak,56,True,85,2,10,0.0016
n3,minbreak,57,True,91,2,10,0.0016
n3,minbreak,58,True,85,1,10,0.0015
n3,minbreak,59,True,120,2,10,0.0019
n3,minbreak,60,True,186,3,10,0.0025
n3,minbreak,61,True,131,3,10,0.002
n3,minbreak,62,True,174,3,10,0.0024
n3,minbreak,63,True,210,3,10,0.0027
n3,minbreak,64,True,203,3,10,0.0026
n3,minbreak,65,True,122,1,10,0.0019
n3,minbreak,66,True,192,1,10,0.0026
n3,minbreak,67,True,108,2,10,0.0018
n3,minbreak,68,True,113,2,10,0.0018
n3,minbreak,69,True,195,5,10,0.0026
n3,minbreak,70,True,116,3,10,0.0019
n3,minbreak,71,True,60,3,10,0.0013
n3,minbreak,72,True,133,2,10,0.002
n3,minbreak,73,True,148,6,10,0.0022
n3,minbreak,74,True,157,3,10,0.0022
n3,minbreak,75,True,144,2,10,0.0021
n3,minbreak,76,True,125,3,10,0.0019
n3,minbreak,77,True,149,3,10,0.0022
n3,minbreak,78,True,225,3,10,0.0029
n3,minbreak,79,True,144,4,10,0.0021
n3,minbreak,80,True,137,2,10,0.002
n3,minbreak,81,True,63,2,10,0.0013
n3,minbreak,82,True,137,4,10,0.002
n3,minbreak,83,True,194,4,10,0.0026
n3,minbreak,84,True,142,2,10,0.0021
n3,minbreak,85,True,90,1,10,0.0016
n3,minbreak,86,True,177,4,10,0.0025
n3,minbreak,87,True,129,5,10,0.0019
n3,minbreak,88,True,123,2,10,0.0019
n3,minbreak,89,True,153,3,10,0.0022
n3,minbreak,90,True,133,3,10,0.002
n3,minbreak,91,True,197,8,10,0.0026
n3,minbreak,92,True,162,1,10,0.0023
n3,minbreak,93,True,120,2,10,0.0019
n3,minbreak,94,True,134,2,10,0.002
n3,minbreak,95,True,192,7,10,0.0026
n3,minbreak,96,True,100,2,10,0.0017
n3,minbreak,97,True,139,3,10,0.0021
n3,minbreak,98,True,102,3,10,0.0017
n3,minbreak,99,True,207,2,10,0.0027
n3,noveltyplus,0,True,88,2,10,0.0017
n3,noveltyplus,1,True,76,2,10,0.0015
n3,noveltyplus,2,True,72,5,10,0.0015
n3,noveltyplus,3,True,85,4,10,0.0016
n3,noveltyplus,4,True,97,3,10,0.0017
n3,noveltyplus,5,True,114,4,10,0.002
n3,noveltyplus,6,True,78,2,10,0.0015
n3,noveltyplus,7,True,78,2,10,0.0015
n3,noveltyplus,8,True,91,2,10,0.0017
n3,noveltyplus,9,True,84,2,10,0.0016
n3,noveltyplus,10,True,96,5,10,0.0018
n3,noveltyplus,11,True,72,2,10,0.0015
n3,noveltyplus,12,True,121,6,10,0.002
n3,noveltyplus,13,True,132,4,10,0.0021
n3,noveltyplus,14,True,85,1,10,0.0016
n3,noveltyplus,15,True,129,7,10,0.0021
n3,noveltyplus,16,True,87,2,10,0.0016
n3,noveltyplus,17,True,108,1,10,0.0018
n3,noveltyplus,18,True,115,3,10,0.0019
n3,noveltyplus,19,True,72,3,10,0.0015
n3,noveltyplus,20,True,104,4,10,0.0018
n3,noveltyplus,21,True,91,1,10,0.0017
n3,noveltyplus,22,True,79,3,10,0.0015
n3,noveltyplus,23,True,85,0,10,0.0016
n3,noveltyplus,24,True,93,3,10,0.0017
n3,noveltyplus,25,True,74,3,10,0.0016
n3,noveltyplus,26,True,68,2,10,0.0015
n3,noveltyplus,27,True,92,2,10,0.0017
n3,noveltyplus,28,True,68,2,10,0.0014
n3,noveltyplus,29,True,91,5,10,0.0017
n3,noveltyplus,30,True,78,1,10,0.0016
n3,noveltyplus,31,True,117,5,10,0.002
n3,noveltyplus,32,True,63,2,10,0.0014
n3,noveltyplus,33,True,104,3,10,0.0018
n3,noveltyplus,34,True,79,3,10,0.0016
n3,noveltyplus,35,True,91,2,10,0.0017
n3,noveltyplus,36,True,104,4,10,0.0018
n3,noveltyplus,37,True,90,2,10,0.0017
n3,noveltyplus,38,True,80,4,10,0.0016
n3,noveltyplus,39,True,115,2,10,0.0019
n3,noveltyplus,40,True,105,5,10,0.0018
n3,noveltyplus,41,True,83,1,10,0.0016
n3,noveltyplus,42,True,77,4,10,0.0016
n3,noveltyplus,43,True,80,4,10,0.0016
n3,noveltyplus,44,True,104,2,10,0.0018
n3,noveltyplus,45,True,72,1,10,0.0015
n3,noveltyplus,46,True,83,3,10,0.0016
n3,noveltyplus,47,True,86,4,10,0.0016
n3,noveltyplus,48,True,72,2,10,0.0015
n3,noveltyplus,49,True,114,2,10,0.0019
n3,noveltyplus,50,True,69,2,10,0.0015
n3,noveltyplus,51,True,93,4,10,0.0017
n3,noveltyplus,52,True,77,3,10,0.0015
n3,noveltyplus,53,True,107,4,10,0.0018
n3,noveltyplus,54,True,94,1,10,0.0024
n3,noveltyplus,55,True,62,2,10,0.0014
n3,noveltyplus,56,True,86,3,10,0.0016
n3,noveltyplus,57,True,77,1,10,0.0015
n3,noveltyplus,58,True,75,0,10,0.0015
n3,noveltyplus,59,True,105,3,10,0.0018
n3,noveltyplus,60,True,89,3,10,0.0016
n3,noveltyplus,61,True,80,2,10,0.0016
n3,noveltyplus,62,True,78,2,10,0.0015
n3,noveltyplus,63,True,61,3,10,0.0013
n3,noveltyplus,64,True,68,1,10,0.0014
n3,noveltyplus,65,True,102,4,10,0.0017
