scale,policy,instance_idx,solved,cumulative_flips,best_flips,n_tries,time_s
n10,minbreak,0,True,38,1,10,0.0012
n10,minbreak,1,True,30,1,10,0.001
n10,minbreak,2,True,31,1,10,0.0008
n10,minbreak,3,True,32,2,10,0.001
n10,minbreak,4,True,35,2,10,0.001
n10,minbreak,5,True,40,2,10,0.0011
n10,minbreak,6,True,34,2,10,0.0009
n10,minbreak,7,True,30,1,10,0.0008
n10,minbreak,8,True,23,0,10,0.0007
n10,minbreak,9,True,35,1,10,0.0009
n10,minbreak,10,True,24,1,10,0.0009
n10,minbreak,11,True,29,0,10,0.0008
n10,minbreak,12,True,27,1,10,0.0008
n10,minbreak,13,True,35,0,10,0.0009
n10,minbreak,14,True,30,1,10,0.0009
n10,minbreak,15,True,33,1,10,0.001
n10,minbreak,16,True,22,0,10,0.0007
n10,minbreak,17,True,29,1,10,0.0008
n10,minbreak,18,True,32,1,10,0.001
n10,minbreak,19,True,23,0,10,0.0007
n10,minbreak,20,True,28,1,10,0.0008
n10,minbreak,21,True,27,2,10,0.0008
n10,minbreak,22,True,27,1,10,0.0008
n10,minbreak,23,True,35,1,10,0.0009
n10,minbreak,24,True,29,1,10,0.0008
n10,minbreak,25,True,37,2,10,0.0009
n10,minbreak,26,True,34,1,10,0.0009
n10,minbreak,27,True,34,2,10,0.001
n10,minbreak,28,True,29,1,10,0.0008
n10,minbreak,29,True,35,0,10,0.001
n10,minbreak,30,True,35,1,10,0.001
n10,minbreak,31,True,31,1,10,0.001
n10,minbreak,32,True,40,1,10,0.0009
n10,minbreak,33,True,36,1,10,0.001
n10,minbreak,34,True,34,2,10,0.001
n10,minbreak,35,True,31,2,10,0.0009
n10,minbreak,36,True,38,0,10,0.0009
n10,minbreak,37,True,31,0,10,0.0009
n10,minbreak,38,True,39,2,10,0.0009
n10,minbreak,39,True,31,1,10,0.0008
n10,minbreak,40,True,29,1,10,0.0008
n10,minbreak,41,True,38,1,10,0.001
n10,minbreak,42,True,38,1,10,0.0009
n10,minbreak,43,True,28,1,10,0.0009
n10,minbreak,44,True,29,1,10,0.0009
n10,minbreak,45,True,30,2,10,0.0008
n10,minbreak,46,True,25,0,10,0.0008
n10,minbreak,47,True,30,1,10,0.0008
n10,minbreak,48,True,27,1,10,0.0009
n10,minbreak,49,True,27,1,10,0.0009
n10,minbreak,50,True,27,0,10,0.0008
n10,minbreak,51,True,39,1,10,0.0009
n10,minbreak,52,True,27,1,10,0.0008
n10,minbreak,53,True,37,2,10,0.001
n10,minbreak,54,True,30,1,10,0.0008
n10,minbreak,55,True,37,1,10,0.0009
n10,minbreak,56,True,29,0,10,0.0008
n10,minbreak,57,True,26,0,10,0.0008
n10,minbreak,58,True,27,0,10,0.0009
n10,minbreak,59,True,27,1,10,0.0009
n10,minbreak,60,True,28,1,10,0.0009
n10,minbreak,61,True,34,0,10,0.0009
n10,minbreak,62,True,24,1,10,0.0008
n10,minbreak,63,True,32,2,10,0.001
n10,minbreak,64,True,28,1,10,0.0008
n10,minbreak,65,True,26,0,10,0.0008
n10,minbreak,66,True,32,1,10,0.0008
n10,minbreak,67,True,37,1,10,0.0009
n10,minbreak,68,True,23,0,10,0.0008
n10,minbreak,69,True,35,0,10,0.001
n10,minbreak,70,True,39,2,10,0.001
n10,minbreak,71,True,33,2,10,0.001
n10,minbreak,72,True,28,0,10,0.0008
n10,minbreak,73,True,33,2,10,0.001
n10,minbreak,74,True,40,1,10,0.0009
n10,minbreak,75,True,30,1,10,0.0008
n10,minbreak,76,True,31,2,10,0.0008
n10,minbreak,77,True,32,1,10,0.0008
n10,minbreak,78,True,31,0,10,0.0008
n10,minbreak,79,True,27,1,10,0.0009
n10,minbreak,80,True,37,2,10,0.0009
n10,minbreak,81,True,38,2,10,0.001
n10,minbreak,82,True,40,2,10,0.001
n10,minbreak,83,True,22,1,10,0.0007
n10,minbreak,84,True,31,1,10,0.0008
n10,minbreak,85,True,34,1,10,0.001
n10,minbreak,86,True,38,2,10,0.0009
n10,minbreak,87,True,24,0,10,0.0009
n10,minbreak,88,True,31,0,10,0.0009
n10,minbreak,89,True,26,1,10,0.0008
n10,minbreak,90,True,27,1,10,0.0009
n10,minbreak,91,True,28,1,10,0.0008
n10,minbreak,92,True,36,2,10,0.001
n10,minbreak,93,True,29,1,10,0.0008
n10,minbreak,94,True,37,2,10,0.001
n10,minbreak,95,True,34,1,10,0.0009
n10,minbreak,96,True,25,0,10,0.0008
n10,minbreak,97,True,35,0,10,0.001
n10,minbreak,98,True,34,1,10,0.0009
n10,minbreak,99,True,50,3,10,0.0011
n10,noveltyplus,0,True,32,0,10,0.0011
n10,noveltyplus,1,True,43,3,10,0.0011
n10,noveltyplus,2,True,36,1,10,0.0009
n10,noveltyplus,3,True,29,0,10,0.0009
n10,noveltyplus,4,True,31,2,10,0.001
n10,noveltyplus,5,True,29,0,10,0.0009
n10,noveltyplus,6,True,25,0,10,0.0008
n10,noveltyplus,7,True,30,0,10,0.0008
n10,noveltyplus,8,True,38,2,10,0.0009
n10,noveltyplus,9,True,30,1,10,0.0008
n10,noveltyplus,10,True,33,1,10,0.001
n10,noveltyplus,11,True,26,1,10,0.0008
n10,noveltyplus,12,True,34,1,10,0.0009
n10,noveltyplus,13,True,30,2,10,0.0008
n10,noveltyplus,14,True,31,1,10,0.0009
n10,noveltyplus,15,True,33,1,10,0.001
n10,noveltyplus,16,True,36,1,10,0.0009
n10,noveltyplus,17,True,32,0,10,0.0009
