scale,policy,instance_idx,solved,cumulative_flips,best_flips,n_tries,time_s
n20,minbreak,0,True,74,5,10,0.002
n20,minbreak,1,True,71,3,10,0.0018
n20,minbreak,2,True,69,4,10,0.002
n20,minbreak,3,True,61,2,10,0.0019
n20,minbreak,4,True,82,3,10,0.002
n20,minbreak,5,True,51,2,10,0.0015
n20,minbreak,6,True,70,3,10,0.0018
n20,minbreak,7,True,74,4,10,0.0019
n20,minbreak,8,True,66,4,10,0.0019
n20,minbreak,9,True,72,3,10,0.002
n20,minbreak,10,True,66,3,10,0.0018
n20,minbreak,11,True,74,4,10,0.002
n20,minbreak,12,True,83,3,10,0.0021
n20,minbreak,13,True,72,3,10,0.002
n20,minbreak,14,True,64,4,10,0.0017
n20,minbreak,15,True,76,3,10,0.0019
n20,minbreak,16,True,49,1,10,0.0015
n20,minbreak,17,True,72,3,10,0.0018
n20,minbreak,18,True,68,4,10,0.0018
n20,minbreak,19,True,67,4,10,0.0022
n20,minbreak,20,True,75,5,10,0.002
n20,minbreak,21,True,77,5,10,0.002
n20,minbreak,22,True,56,1,10,0.0018
n20,minbreak,23,True,68,4,10,0.0018
n20,minbreak,24,True,56,3,10,0.0017
n20,minbreak,25,True,62,3,10,0.0016
n20,minbreak,26,True,56,4,10,0.0016
n20,minbreak,27,True,67,4,10,0.0017
n20,minbreak,28,True,72,4,10,0.002
n20,minbreak,29,True,69,3,10,0.0019
n20,minbreak,30,True,60,3,10,0.0018
n20,minbreak,31,True,56,3,10,0.0016
n20,minbreak,32,True,72,3,10,0.0019
n20,minbreak,33,True,64,4,10,0.0015
n20,minbreak,34,True,75,3,10,0.0018
n20,minbreak,35,True,79,4,10,0.0018
n20,minbreak,36,True,69,5,10,0.0017
n20,minbreak,37,True,66,4,10,0.0018
n20,minbreak,38,True,65,5,10,0.002
n20,minbreak,39,True,78,5,10,0.0018
n20,minbreak,40,True,74,3,10,0.002
n20,minbreak,41,True,73,4,10,0.0021
n20,minbreak,42,True,60,2,10,0.0019
n20,minbreak,43,True,70,1,10,0.0019
n20,minbreak,44,True,76,4,10,0.0019
n20,minbreak,45,True,70,6,10,0.002
n20,minbreak,46,True,70,3,10,0.002
n20,minbreak,47,True,67,2,10,0.0019
n20,minbreak,48,True,69,5,10,0.0019
