scale,policy,instance_idx,solved,cumulative_flips,best_flips,n_tries,time_s
n30,minbreak,0,True,122,8,10,0.0033
n30,minbreak,1,True,108,8,10,0.0031
n30,minbreak,2,True,122,8,10,0.0036
n30,minbreak,3,True,85,5,10,0.0024
n30,minbreak,4,True,99,8,10,0.0029
n30,minbreak,5,True,119,5,10,0.0031
n30,minbreak,6,True,119,9,10,0.0036
n30,minbreak,7,True,127,6,10,0.0037
n30,minbreak,8,True,105,6,10,0.0032
n30,minbreak,9,True,106,6,10,0.0028
n30,minbreak,10,True,99,6,10,0.0029
n30,minbreak,11,True,117,7,10,0.003
n30,minbreak,12,True,106,7,10,0.0031
n30,minbreak,13,True,111,8,10,0.0031
n30,minbreak,14,True,107,7,10,0.0032
n30,minbreak,15,True,115,9,10,0.003
n30,minbreak,16,True,96,6,10,0.003
n30,minbreak,17,True,130,7,10,0.0033
n30,minbreak,18,True,97,7,10,0.0032
n30,minbreak,19,True,115,8,10,0.0031
n30,minbreak,20,True,103,5,10,0.003
n30,minbreak,21,True,89,5,10,0.0028
n30,minbreak,22,True,111,7,10,0.0032
n30,minbreak,23,True,104,7,10,0.0028
n30,minbreak,24,True,114,8,10,0.0029
n30,minbreak,25,True,102,4,10,0.0031
n30,minbreak,26,True,100,7,10,0.0028
n30,minbreak,27,True,127,6,10,0.0035
n30,minbreak,28,True,107,6,10,0.003
n30,minbreak,29,True,118,6,10,0.0033
n30,minbreak,30,True,99,7,10,0.003
n30,minbreak,31,True,105,7,10,0.0029
n30,minbreak,32,True,109,8,10,0.0031
n30,minbreak,33,True,112,6,10,0.0029
n30,minbreak,34,True,99,5,10,0.0029
n30,minbreak,35,True,116,6,10,0.0035
n30,minbreak,36,True,112,9,10,0.003
n30,minbreak,37,True,120,8,10,0.0032
n30,minbreak,38,True,110,7,10,0.0032
n30,minbreak,39,True,121,9,10,0.0033
n30,minbreak,40,True,94,5,10,0.0026
n30,minbreak,41,True,111,7,10,0.0029
n30,minbreak,42,True,110,8,10,0.0032
n30,minbreak,43,True,123,8,10,0.0033
n30,minbreak,44,True,121,6,10,0.0034
n30,minbreak,45,True,107,5,10,0.003
n30,minbreak,46,True,111,6,10,0.0029
n30,minbreak,47,True,98,6,10,0.0027
n30,minbreak,48,True,123,8,10,0.0033
n30,minbreak,49,True,108,5,10,0.0029
n30,minbreak,50,True,95,7,10,0.0028
n30,minbreak,51,True,96,6,10,0.0028
n30,minbreak,52,True,117,8,10,0.0034
n30,minbreak,53,True,112,10,10,0.0031
n30,minbreak,54,True,102,5,10,0.003
n30,minbreak,55,True,82,5,10,0.0024
n30,minbreak,56,True,125,8,10,0.0034
n30,minbreak,57,True,118,6,10,0.003
n30,minbreak,58,True,95,5,10,0.0029
n30,minbreak,59,True,96,7,10,0.0027
n30,minbreak,60,True,127,8,10,0.0036
n30,minbreak,61,True,147,10,10,0.0039
n30,minbreak,62,True,116,8,10,0.0027
n30,minbreak,63,True,116,8,10,0.0031
n30,minbreak,64,True,109,5,10,0.0029
n30,minbreak,65,True,106,8,10,0.003
n30,minbreak,66,True,122,9,10,0.0034
n30,minbreak,67,True,102,6,10,0.0029
n30,minbreak,68,True,100,7,10,0.0031
n30,minbreak,69,True,94,6,10,0.0029
n30,minbreak,70,True,103,5,10,0.0026
n30,minbreak,71,True,98,6,10,0.0031
n30,minbreak,72,True,99,5,10,0.003
n30,minbreak,73,True,107,4,10,0.0031
n30,minbreak,74,True,101,5,10,0.0028
n30,minbreak,75,True,113,8,10,0.003
n30,minbreak,76,True,105,5,10,0.0028
n30,minbreak,77,True,120,8,10,0.0032
n30,minbreak,78,True,106,8,10,0.0027
n30,minbreak,79,True,110,6,10,0.0035
n30,minbreak,80,True,112,9,10,0.0031
n30,minbreak,81,True,106,7,10,0.0032
n30,minbreak,82,True,104,8,10,0.0032
n30,minbreak,83,True,120,6,10,0.0034
n30,minbreak,84,True,101,3,10,0.003
n30,minbreak,85,True,118,8,10,0.0031
n30,minbreak,86,True,102,7,10,0.003
n30,minbreak,87,True,108,7,10,0.0032
n30,minbreak,88,True,107,6,10,0.003
n30,minbreak,89,True,114,5,10,0.0031
n30,minbreak,90,True,93,5,10,0.0029
n30,minbreak,91,True,109,4,10,0.0031
n30,minbreak,92,True,102,7,10,0.0028
n30,minbreak,93,True,119,7,10,0.0034
n30,minbreak,94,True,99,7,10,0.003
n30,minbreak,95,True,106,7,10,0.0027
n30,minbreak,96,True,110,7,10,0.0032
n30,minbreak,97,True,89,6,10,0.0029
n30,minbreak,98,True,90,6,10,0.003
n30,minbreak,99,True,100,7,10,0.0031
n30,noveltyplus,0,True,107,7,10,0.0031
n30,noveltyplus,1,True,109,4,10,0.0032
n30,noveltyplus,2,True,107,5,10,0.0035
n30,noveltyplus,3,True,89,5,10,0.0025
n30,noveltyplus,4,True,109,6,10,0.0031
n30,noveltyplus,5,True,105,7,10,0.003
n30,noveltyplus,6,True,115,6,10,0.0036
n30,noveltyplus,7,True,102,2,10,0.0034
n30,noveltyplus,8,True,96,5,10,0.0032
n30,noveltyplus,9,True,101,6,10,0.0028
n30,noveltyplus,10,True,120,8,10,0.0032
n30,noveltyplus,11,True,116,6,10,0.0031
n30,noveltyplus,12,True,130,9,10,0.0035
n30,noveltyplus,13,True,117,7,10,0.0033
n30,noveltyplus,14,True,124,9,10,0.0035
n30,noveltyplus,15,True,103,5,10,0.0029
n30,noveltyplus,16,True,122,6,10,0.0034
n30,noveltyplus,17,True,119,9,10,0.0033
n30,noveltyplus,18,True,107,7,10,0.0034
n30,noveltyplus,19,True,131,9,10,0.0034
n30,noveltyplus,20,True,112,8,10,0.0031
n30,noveltyplus,21,True,117,4,10,0.0032
n30,noveltyplus,22,True,122,8,10,0.0035
n30,noveltyplus,23,True,119,7,10,0.003
n30,noveltyplus,24,True,99,7,10,0.0028
n30,noveltyplus,25,True,92,5,10,0.0029
n30,noveltyplus,26,True,90,4,10,0.0026
n30,noveltyplus,27,True,119,6,10,0.0033
n30,noveltyplus,28,True,96,7,10,0.0029
n30,noveltyplus,29,True,92,3,10,0.0031
n30,noveltyplus,30,True,133,11,10,0.0034
n30,noveltyplus,31,True,105,6,10,0.0029
n30,noveltyplus,32,True,109,8,10,0.0032
n30,noveltyplus,33,True,109,5,10,0.003
n30,noveltyplus,34,True,90,6,10,0.0029
n30,noveltyplus,35,True,126,7,10,0.0037
n30,noveltyplus,36,True,94,3,10,0.0029
n30,noveltyplus,37,True,117,8,10,0.0033
n30,noveltyplus,38,True,128,9,10,0.0034
n30,noveltyplus,39,True,116,8,10,0.0033
n30,noveltyplus,40,True,99,5,10,0.0026
n30,noveltyplus,41,True,112,9,10,0.003
n30,noveltyplus,42,True,115,7,10,0.0034
n30,noveltyplus,43,True,106,6,10,0.0032
n30,noveltyplus,44,True,115,7,10,0.0034
n30,noveltyplus,45,True,119,8,10,0.0032
n30,noveltyplus,46,True,107,6,10,0.003
n30,noveltyplus,47,True,90,5,10,0.0027
n30,noveltyplus,48,True,114,7,10,0.0032
n30,noveltyplus,49,True,107,6,10,0.003
n30,noveltyplus,50,True,105,6,10,0.0031
n30,noveltyplus,51,True,114,8,10,0.003
n30,noveltyplus,52,True,121,8,10,0.0035
n30,noveltyplus,53,True,96,6,10,0.0031
n30,noveltyplus,54,True,113,5,10,0.0032
n30,noveltyplus,55,True,90,6,10,0.0026
n30,noveltyplus,56,True,107,6,10,0.0033
n30,noveltyplus,57,True,101,7,10,0.0029
n30,noveltyplus,58,True,117,7,10,0.0032
n30,noveltyplus,59,True,119,6,10,0.003
n30,noveltyplus,60,True,105,7,10,0.0035
n30,noveltyplus,61,True,118,8,10,0.0036
n30,noveltyplus,62,True,120,7,10,0.0027
n30,noveltyplus,63,True,115,9,10,0.0032
n30,noveltyplus,64,True,105,5,10,0.0029
n30,noveltyplus,65,True,108,5,10,0.0031
n30,noveltyplus,66,True,121,8,10,0.0035
n30,noveltyplus,67,True,118,6,10,0.0031
n30,noveltyplus,68,True,92,7,10,0.003
n30,noveltyplus,69,True,110,4,10,0.0032
n30,noveltyplus,70,True,102,3,10,0.0027
n30,noveltyplus,71,True,122,7,10,0.0035
n30,noveltyplus,72,True,103,6,10,0.0031
n30,noveltyplus,73,True,108,7,10,0.0032
n30,noveltyplus,74,True,116,9,10,0.0031
n30,noveltyplus,75,True,106,7,10,0.0029
n30,noveltyplus,76,True,112,8,10,0.0029
n30,noveltyplus,77,True,109,8,10,0.0032
n30,noveltyplus,78,True,126,10,10,0.0031
n30,noveltyplus,79,True,127,8,10,0.0037
