scale,policy,instance_idx,solved,cumulative_flips,best_flips,n_tries,time_s
n100,minbreak,0,True,70451,111,10,1.1117
n100,minbreak,1,True,60420,45,10,0.9633
n100,minbreak,2,True,50735,64,10,0.8197
n100,minbreak,3,True,80206,50,10,1.2379
n100,minbreak,4,True,80223,74,10,1.2567
n100,minbreak,5,True,50907,64,10,0.8054
n100,minbreak,6,True,919,45,10,0.0247
n100,minbreak,7,True,70289,68,10,1.1348
n100,minbreak,8,True,20992,72,10,0.3355
n100,minbreak,9,True,11100,53,10,0.1895
n100,minbreak,10,True,80168,58,10,1.2737
n100,minbreak,11,True,50748,107,10,0.8068
n100,minbreak,12,True,31864,108,10,0.5437
n100,minbreak,13,True,1954,82,10,0.0425
n100,minbreak,14,True,3111,68,10,0.0636
n100,minbreak,15,True,10847,64,10,0.1954
n100,minbreak,16,True,50874,75,10,0.8422
n100,minbreak,17,True,60425,88,10,0.973
n100,minbreak,18,True,25934,57,10,0.4055
n100,minbreak,19,True,50814,58,10,0.8097
n100,minbreak,20,True,41302,73,10,0.6695
n100,minbreak,21,True,732,44,10,0.0214
n100,minbreak,22,True,11074,49,10,0.1788
n100,minbreak,23,True,21052,71,10,0.3198
n100,minbreak,24,True,52300,90,10,0.8212
n100,minbreak,25,True,31078,70,10,0.4961
n100,minbreak,26,True,40740,55,10,0.6404
n100,minbreak,27,True,40977,66,10,0.6382
n100,minbreak,28,True,10951,54,10,0.1814
n100,minbreak,29,True,10667,49,10,0.17
n100,minbreak,30,True,80225,93,10,1.3027
n100,minbreak,31,True,80180,87,10,1.2613
n100,minbreak,32,True,31303,53,10,0.51
n100,minbreak,33,True,60612,117,10,0.9307
n100,minbreak,34,True,20731,55,10,0.3349
n100,minbreak,35,True,21217,59,10,0.3417
n100,minbreak,36,True,50452,62,10,0.8103
n100,minbreak,37,True,41351,65,10,0.6293
n100,minbreak,38,True,20752,65,10,0.3272
n100,minbreak,39,True,10959,61,10,0.1718
n100,minbreak,40,True,50780,80,10,0.8376
n100,minbreak,41,True,41289,73,10,0.6803
n100,minbreak,42,True,10837,43,10,0.1746
n100,minbreak,43,True,90296,296,10,1.4583
n100,minbreak,44,True,70680,81,10,1.1331
n100,minbreak,45,True,1892,51,10,0.0391
n100,minbreak,46,True,11769,98,10,0.1905
n100,minbreak,47,True,51141,82,10,0.8001
n100,minbreak,48,True,40915,67,10,0.6407
n100,minbreak,49,True,70437,60,10,1.0654
n100,minbreak,50,True,12113,48,10,0.192
n100,minbreak,51,True,50799,80,10,0.7999
n100,minbreak,52,True,12355,63,10,0.2038
n100,minbreak,53,True,50667,65,10,0.7878
n100,minbreak,54,True,90100,100,10,1.4442
n100,minbreak,55,True,10878,63,10,0.1822
n100,minbreak,56,True,20739,61,10,0.3392
n100,minbreak,57,True,66690,51,10,1.0959
n100,minbreak,58,True,40551,44,10,0.6592
n100,minbreak,59,True,80188,79,10,1.3264
n100,minbreak,60,True,30567,48,10,0.4706
n100,minbreak,61,True,22415,81,10,0.3529
n100,minbreak,62,True,31049,58,10,0.4799
n100,minbreak,63,True,40781,61,10,0.6562
n100,minbreak,64,True,11369,51,10,0.1874
n100,minbreak,65,True,50637,69,10,0.8382
n100,minbreak,66,True,50526,54,10,0.8334
n100,minbreak,67,True,22490,58,10,0.3678
n100,minbreak,68,True,678,45,10,0.0208
n100,minbreak,69,True,21114,72,10,0.3323
n100,minbreak,70,True,70283,66,10,1.1148
n100,minbreak,71,True,90241,241,10,1.379
n100,minbreak,72,True,31231,52,10,0.5232
n100,minbreak,73,True,41209,50,10,0.6392
n100,minbreak,74,True,21176,89,10,0.3477
n100,minbreak,75,True,2540,50,10,0.0486
n100,minbreak,76,True,20646,53,10,0.331
n100,minbreak,77,True,786,47,10,0.0222
n100,minbreak,78,True,34442,82,10,0.556
n100,minbreak,79,True,51107,82,10,0.8559
n100,minbreak,80,True,40973,81,10,0.6519
n100,minbreak,81,True,30955,75,10,0.4793
n100,minbreak,82,True,40937,55,10,0.67
n100,minbreak,83,True,50801,108,10,0.8041
n100,minbreak,84,True,32479,134,10,0.5405
n100,minbreak,85,True,32251,77,10,0.5485
n100,minbreak,86,True,50436,49,10,0.8299
n100,minbreak,87,True,71752,110,10,1.1641
n100,minbreak,88,True,70593,72,10,1.1663
n100,minbreak,89,True,40668,52,10,0.6637
n100,minbreak,90,True,70654,150,10,1.1008
n100,minbreak,91,True,70340,67,10,1.1242
n100,minbreak,92,True,50615,75,10,0.814
n100,minbreak,93,True,1411,57,10,0.0323
n100,minbreak,94,True,60281,62,10,0.9301
n100,minbreak,95,True,41394,87,10,0.6255
n100,minbreak,96,True,80253,96,10,1.3003
n100,minbreak,97,True,21070,67,10,0.338
n100,minbreak,98,True,41508,73,10,0.6508
n100,minbreak,99,True,10776,52,10,0.178
n100,noveltyplus,0,True,2103,59,10,0.0451
n100,noveltyplus,1,True,2978,68,10,0.0599
n100,noveltyplus,2,True,4428,63,10,0.0833
n100,noveltyplus,3,True,3027,60,10,0.06
n100,noveltyplus,4,True,3861,67,10,0.0722
n100,noveltyplus,5,True,5918,67,10,0.1079
n100,noveltyplus,6,True,783,57,10,0.0231
n100,noveltyplus,7,True,5207,66,10,0.0964
n100,noveltyplus,8,True,1392,49,10,0.0341
n100,noveltyplus,9,True,1195,57,10,0.0299
n100,noveltyplus,10,True,3150,99,10,0.0615
n100,noveltyplus,11,True,975,51,10,0.0252
n100,noveltyplus,12,True,2647,63,10,0.0565
n100,noveltyplus,13,True,1491,79,10,0.0357
n100,noveltyplus,14,True,1292,63,10,0.0337
n100,noveltyplus,15,True,1014,64,10,0.028
n100,noveltyplus,16,True,1701,57,10,0.0407
n100,noveltyplus,17,True,1916,67,10,0.0438
n100,noveltyplus,18,True,1098,68,10,0.0282
n100,noveltyplus,19,True,1183,64,10,0.0299
n100,noveltyplus,20,True,3646,59,10,0.0712
n100,noveltyplus,21,True,695,45,10,0.0214
n100,noveltyplus,22,True,1328,65,10,0.032
n100,noveltyplus,23,True,791,54,10,0.0217
n100,noveltyplus,24,True,1357,56,10,0.0325
n100,noveltyplus,25,True,2017,68,10,0.0447
n100,noveltyplus,26,True,1868,84,10,0.0406
n100,noveltyplus,27,True,1164,45,10,0.03
n100,noveltyplus,28,True,875,51,10,0.0249
n100,noveltyplus,29,True,676,51,10,0.0215
n100,noveltyplus,30,True,2000,51,10,0.0441
n100,noveltyplus,31,True,4031,154,10,0.0773
n100,noveltyplus,32,True,2109,52,10,0.045
n100,noveltyplus,33,True,1909,47,10,0.0407
n100,noveltyplus,34,True,909,65,10,0.0261
n100,noveltyplus,35,True,1075,55,10,0.0275
n100,noveltyplus,36,True,1666,63,10,0.0382
n100,noveltyplus,37,True,2949,84,10,0.0591
n100,noveltyplus,38,True,895,49,10,0.0253
n100,noveltyplus,39,True,1036,47,10,0.0271
n100,noveltyplus,40,True,1700,83,10,0.0393
n100,noveltyplus,41,True,1966,55,10,0.0435
n100,noveltyplus,42,True,743,51,10,0.0215
n100,noveltyplus,43,True,5675,104,10,0.1062
n100,noveltyplus,44,True,3649,85,10,0.0717
n100,noveltyplus,45,True,941,43,10,0.0257
n100,noveltyplus,46,True,1408,77,10,0.0338
n100,noveltyplus,47,True,1720,53,10,0.0397
n100,noveltyplus,48,True,2950,67,10,0.0622
n100,noveltyplus,49,True,4339,56,10,0.0804
n100,noveltyplus,50,True,1568,53,10,0.0355
n100,noveltyplus,51,True,2550,74,10,0.0528
n100,noveltyplus,52,True,1403,49,10,0.0344
n100,noveltyplus,53,True,2385,83,10,0.0491
