scale,policy,instance_idx,solved,cumulative_flips,best_flips,n_tries,time_s
n5,minbreak,0,True,196,6,10,0.0044
n5,minbreak,1,True,285,8,10,0.0049
n5,minbreak,2,True,861,14,10,0.0111
n5,minbreak,3,True,208,5,10,0.004
n5,minbreak,4,True,246,11,10,0.0044
n5,minbreak,5,True,96,5,10,0.0028
n5,minbreak,6,True,218,5,10,0.004
n5,minbreak,7,True,157,6,10,0.0035
n5,minbreak,8,True,227,6,10,0.0042
n5,minbreak,9,True,187,7,10,0.0037
n5,minbreak,10,True,741,7,10,0.0094
n5,minbreak,11,True,474,13,10,0.0068
n5,minbreak,12,True,346,2,10,0.0054
n5,minbreak,13,True,714,24,10,0.0093
n5,minbreak,14,True,1518,8,10,0.0175
n5,minbreak,15,True,136,7,10,0.0032
n5,minbreak,16,True,282,9,10,0.0048
n5,minbreak,17,True,411,8,10,0.0061
n5,minbreak,18,True,519,8,10,0.0073
n5,minbreak,19,True,276,15,10,0.0047
n5,minbreak,20,True,93,7,10,0.0027
n5,minbreak,21,True,280,8,10,0.0048
n5,minbreak,22,True,239,6,10,0.0043
n5,minbreak,23,True,585,8,10,0.0079
n5,minbreak,24,True,450,7,10,0.0072
n5,minbreak,25,True,426,2,10,0.0064
n5,minbreak,26,True,328,11,10,0.0052
n5,minbreak,27,True,183,7,10,0.0037
n5,minbreak,28,True,595,9,10,0.008
n5,minbreak,29,True,1024,15,10,0.0126
n5,minbreak,30,True,332,8,10,0.0052
n5,minbreak,31,True,84,6,10,0.0026
n5,minbreak,32,True,254,10,10,0.0044
n5,minbreak,33,True,237,5,10,0.0043
n5,minbreak,34,True,137,5,10,0.0032
n5,minbreak,35,True,288,9,10,0.0048
n5,minbreak,36,True,525,16,10,0.0073
n5,minbreak,37,True,616,2,10,0.0082
n5,minbreak,38,True,197,7,10,0.0038
n5,minbreak,39,True,734,9,10,0.0094
n5,minbreak,40,True,133,6,10,0.0032
n5,minbreak,41,True,226,6,10,0.0042
n5,minbreak,42,True,128,6,10,0.0032
n5,minbreak,43,True,180,9,10,0.0036
n5,minbreak,44,True,133,6,10,0.0032
n5,minbreak,45,True,583,10,10,0.0078
n5,minbreak,46,True,223,10,10,0.0041
n5,minbreak,47,True,123,7,10,0.0031
n5,minbreak,48,True,230,4,10,0.0042
n5,minbreak,49,True,208,9,10,0.0041
n5,minbreak,50,True,661,23,10,0.0088
n5,minbreak,51,True,475,11,10,0.0068
n5,minbreak,52,True,188,7,10,0.0038
n5,minbreak,53,True,359,8,10,0.0056
n5,minbreak,54,True,176,9,10,0.0037
n5,minbreak,55,True,259,7,10,0.0044
n5,minbreak,56,True,750,29,10,0.0095
n5,minbreak,57,True,108,4,10,0.003
n5,minbreak,58,True,100,4,10,0.0028
n5,minbreak,59,True,463,8,10,0.0066
n5,minbreak,60,True,859,10,10,0.0107
n5,minbreak,61,True,377,10,10,0.0058
n5,minbreak,62,True,226,5,10,0.0042
n5,minbreak,63,True,147,3,10,0.0033
n5,minbreak,64,True,921,15,10,0.0115
n5,minbreak,65,True,162,6,10,0.0034
n5,minbreak,66,True,940,9,10,0.0116
n5,minbreak,67,True,138,5,10,0.0033
n5,minbreak,68,True,212,6,10,0.0041
n5,minbreak,69,True,171,9,10,0.0036
n5,minbreak,70,True,186,8,10,0.0037
n5,minbreak,71,True,184,5,10,0.0037
n5,minbreak,72,True,154,5,10,0.0035
n5,minbreak,73,True,290,9,10,0.0047
n5,minbreak,74,True,162,6,10,0.0035
n5,minbreak,75,True,135,7,10,0.0032
n5,minbreak,76,True,314,7,10,0.005
n5,minbreak,77,True,657,11,10,0.0086
n5,minbreak,78,True,286,4,10,0.0049
n5,minbreak,79,True,112,3,10,0.003
n5,minbreak,80,True,584,8,10,0.0079
n5,minbreak,81,True,134,7,10,0.0033
n5,minbreak,82,True,663,8,10,0.0087
n5,minbreak,83,True,93,3,10,0.0027
n5,minbreak,84,True,121,5,10,0.0031
n5,minbreak,85,True,130,5,10,0.0032
n5,minbreak,86,True,395,13,10,0.0059
n5,minbreak,87,True,266,7,10,0.0046
n5,minbreak,88,True,157,9,10,0.0035
n5,minbreak,89,True,236,10,10,0.0043
n5,minbreak,90,True,201,6,10,0.0038
n5,minbreak,91,True,614,5,10,0.0082
n5,minbreak,92,True,240,9,10,0.0043
n5,minbreak,93,True,194,8,10,0.0039
n5,minbreak,94,True,279,8,10,0.0047
n5,minbreak,95,True,193,8,10,0.0039
n5,minbreak,96,True,234,8,10,0.0043
n5,minbreak,97,True,377,5,10,0.0057
n5,minbreak,98,True,301,7,10,0.0049
n5,minbreak,99,True,162,6,10,0.0036
n5,noveltyplus,0,True,147,10,10,0.0037
n5,noveltyplus,1,True,235,13,10,0.0046
n5,noveltyplus,2,True,353,12,10,0.0058
n5,noveltyplus,3,True,96,5,10,0.0029
n5,noveltyplus,4,True,201,6,10,0.004
n5,noveltyplus,5,True,100,7,10,0.0029
n5,noveltyplus,6,True,189,9,10,0.0039
n5,noveltyplus,7,True,113,4,10,0.003
n5,noveltyplus,8,True,164,8,10,0.0037
n5,noveltyplus,9,True,201,10,10,0.0041
n5,noveltyplus,10,True,358,3,10,0.0058
n5,noveltyplus,11,True,232,13,10,0.0045
n5,noveltyplus,12,True,207,9,10,0.0041
n5,noveltyplus,13,True,319,12,10,0.0054
n5,noveltyplus,14,True,429,21,10,0.0068
n5,noveltyplus,15,True,122,6,10,0.0032
n5,noveltyplus,16,True,207,9,10,0.0042
n5,noveltyplus,17,True,307,11,10,0.0054
n5,noveltyplus,18,True,179,7,10,0.0039
n5,noveltyplus,19,True,190,12,10,0.0039
n5,noveltyplus,20,True,122,8,10,0.0032
n5,noveltyplus,21,True,172,6,10,0.0038
n5,noveltyplus,22,True,245,9,10,0.0056
n5,noveltyplus,23,True,623,11,10,0.0108
n5,noveltyplus,24,True,194,14,10,0.004
n5,noveltyplus,25,True,256,10,10,0.0047
n5,noveltyplus,26,True,358,14,10,0.0058
n5,noveltyplus,27,True,132,4,10,0.0032
n5,noveltyplus,28,True,338,14,10,0.0056
n5,noveltyplus,29,True,346,11,10,0.0058
n5,noveltyplus,30,True,318,12,10,0.0054
n5,noveltyplus,31,True,111,5,10,0.003
n5,noveltyplus,32,True,161,9,10,0.0035
n5,noveltyplus,33,True,167,5,10,0.0037
n5,noveltyplus,34,True,136,6,10,0.0033
n5,noveltyplus,35,True,145,8,10,0.0034
n5,noveltyplus,36,True,174,4,10,0.0038
n5,noveltyplus,37,True,269,8,10,0.0049
n5,noveltyplus,38,True,191,10,10,0.0039
n5,noveltyplus,39,True,272,15,10,0.0048
n5,noveltyplus,40,True,139,7,10,0.0033
n5,noveltyplus,41,True,146,7,10,0.0035
n5,noveltyplus,42,True,108,5,10,0.003
n5,noveltyplus,43,True,176,8,10,0.0037
n5,noveltyplus,44,True,110,3,10,0.003
n5,noveltyplus,45,True,195,9,10,0.004
n5,noveltyplus,46,True,188,6,10,0.0039
n5,noveltyplus,47,True,127,6,10,0.0032
n5,noveltyplus,48,True,189,6,10,0.0039
n5,noveltyplus,49,True,162,8,10,0.0037
n5,noveltyplus,50,True,375,22,10,0.0061
n5,noveltyplus,51,True,182,11,10,0.0038
n5,noveltyplus,52,True,165,7,10,0.0037
n5,noveltyplus,53,True,286,7,10,0.0051
n5,noveltyplus,54,True,141,6,10,0.0034
n5,noveltyplus,55,True,229,10,10,0.0043
n5,noveltyplus,56,True,423,7,10,0.0066
n5,noveltyplus,57,True,126,5,10,0.0033
n5,noveltyplus,58,True,113,6,10,0.0031
n5,noveltyplus,59,True,205,4,10,0.0041
n5,noveltyplus,60,True,272,9,10,0.0049
n5,noveltyplus,61,True,382,11,10,0.0084
n5,noveltyplus,62,True,138,7,10,0.0034
n5,noveltyplus,63,True,152,6,10,0.0035
n5,noveltyplus,64,True,438,17,10,0.0068
n5,noveltyplus,65,True,151,10,10,0.0034
n5,noveltyplus,66,True,351,9,10,0.0058
n5,noveltyplus,67,True,129,7,10,0.0032
n5,noveltyplus,68,True,163,11,10,0.0037
n5,noveltyplus,69,True,229,7,10,0.0044
n5,noveltyplus,70,True,162,5,10,0.0036
n5,noveltyplus,71,True,148,9,10,0.0034
n5,noveltyplus,72,True,103,7,10,0.0029
n5,noveltyplus,73,True,202,9,10,0.0041
n5,noveltyplus,74,True,159,8,10,0.0036
n5,noveltyplus,75,True,158,9,10,0.0036
n5,noveltyplus,76,True,265,11,10,0.0048
n5,noveltyplus,77,True,461,21,10,0.007
n5,noveltyplus,78,True,146,7,10,0.0036
n5,noveltyplus,79,True,114,4,10,0.0031
n5,noveltyplus,80,True,363,8,10,0.006
n5,noveltyplus,81,True,121,5,10,0.0032
n5,noveltyplus,82,True,359,10,10,0.0059
n5,noveltyplus,83,True,128,6,10,0.0032
n5,noveltyplus,84,True,147,7,10,0.0035
n5,noveltyplus,85,True,109,3,10,0.003
n5,noveltyplus,86,True,219,8,10,0.0045
n5,noveltyplus,87,True,171,9,10,0.0039
n5,noveltyplus,88,True,150,7,10,0.0037
n5,noveltyplus,89,True,165,6,10,0.0037
n5,noveltyplus,90,True,207,8,10,0.0041
n5,noveltyplus,91,True,374,18,10,0.0061
n5,noveltyplus,92,True,158,7,10,0.0035
n5,noveltyplus,93,True,207,3,10,0.0041
n5,noveltyplus,94,True,147,5,10,0.0034
n5,noveltyplus,95,True,124,6,10,0.0032
n5,noveltyplus,96,True,165,4,10,0.0036
n5,noveltyplus,97,True,385,8,10,0.0062
n5,noveltyplus,98,True,171,6,10,0.0037
n5,noveltyplus,99,True,164,7,10,0.0037
n5,interian(n7),0,True,160,6,10,0.0137
n5,interian(n7),1,True,175,9,10,0.0136
n5,interian(n7),2,True,222,9,10,0.0171
n5,interian(n7),3,True,133,6,10,0.011
n5,interian(n7),4,True,129,9,10,0.0105
n5,interian(n7),5,True,102,4,10,0.0087
n5,interian(n7),6,True,150,8,10,0.0118
