scale,policy,instance_idx,solved,cumulative_flips,best_flips,n_tries,time_s
n7,minbreak,0,True,307,9,10,0.0071
n7,minbreak,1,True,474,17,10,0.0089
n7,minbreak,2,True,812,10,10,0.0128
n7,minbreak,3,True,358,17,10,0.0077
n7,minbreak,4,True,855,15,10,0.0136
n7,minbreak,5,True,189,9,10,0.0055
n7,minbreak,6,True,640,18,10,0.0109
n7,minbreak,7,True,474,13,10,0.0088
n7,minbreak,8,True,492,15,10,0.0092
n7,minbreak,9,True,666,18,10,0.0112
n7,minbreak,10,True,168,6,10,0.0052
n7,minbreak,11,True,250,10,10,0.0062
n7,minbreak,12,True,795,25,10,0.0126
n7,minbreak,13,True,298,8,10,0.0068
n7,minbreak,14,True,540,20,10,0.0098
n7,minbreak,15,True,648,24,10,0.0108
n7,minbreak,16,True,182,9,10,0.0054
n7,minbreak,17,True,177,9,10,0.0054
n7,minbreak,18,True,551,11,10,0.0098
n7,minbreak,19,True,302,15,10,0.0068
n7,minbreak,20,True,334,8,10,0.0072
n7,minbreak,21,True,1588,9,10,0.0224
n7,minbreak,22,True,746,22,10,0.0124
n7,minbreak,23,True,375,17,10,0.0079
n7,minbreak,24,True,328,14,10,0.0073
n7,minbreak,25,True,401,14,10,0.0081
n7,minbreak,26,True,616,14,10,0.0106
n7,minbreak,27,True,2686,28,10,0.0362
n7,minbreak,28,True,157,11,10,0.005
n7,minbreak,29,True,394,12,10,0.0081
n7,minbreak,30,True,321,13,10,0.007
n7,minbreak,31,True,417,13,10,0.0081
n7,minbreak,32,True,2016,25,10,0.0276
n7,minbreak,33,True,388,13,10,0.0077
n7,minbreak,34,True,205,8,10,0.0057
n7,minbreak,35,True,262,10,10,0.0063
n7,minbreak,36,True,639,19,10,0.0109
n7,minbreak,37,True,266,11,10,0.0064
n7,minbreak,38,True,185,10,10,0.0053
n7,minbreak,39,True,2014,19,10,0.0277
n7,minbreak,40,True,615,9,10,0.0105
n7,minbreak,41,True,336,10,10,0.0073
n7,minbreak,42,True,177,11,10,0.0053
n7,minbreak,43,True,316,12,10,0.0069
n7,minbreak,44,True,363,16,10,0.0075
n7,minbreak,45,True,566,19,10,0.01
n7,minbreak,46,True,352,9,10,0.0073
n7,minbreak,47,True,242,10,10,0.0061
n7,minbreak,48,True,1088,15,10,0.0163
n7,minbreak,49,True,309,11,10,0.007
n7,minbreak,50,True,346,13,10,0.0073
n7,minbreak,51,True,893,28,10,0.0139
n7,minbreak,52,True,334,10,10,0.0071
n7,minbreak,53,True,394,19,10,0.0079
n7,minbreak,54,True,734,15,10,0.012
n7,minbreak,55,True,675,11,10,0.0111
n7,minbreak,56,True,386,16,10,0.0077
n7,minbreak,57,True,356,10,10,0.0077
n7,minbreak,58,True,518,10,10,0.0095
n7,minbreak,59,True,728,10,10,0.0139
n7,minbreak,60,True,691,11,10,0.0115
n7,minbreak,61,True,881,10,10,0.0138
n7,minbreak,62,True,218,11,10,0.0058
n7,minbreak,63,True,586,13,10,0.0104
n7,minbreak,64,True,683,11,10,0.0114
n7,minbreak,65,True,188,11,10,0.0054
n7,minbreak,66,True,293,11,10,0.0068
n7,minbreak,67,True,567,13,10,0.01
n7,minbreak,68,True,1874,4,10,0.026
n7,minbreak,69,True,325,6,10,0.0072
n7,minbreak,70,True,231,7,10,0.006
n7,minbreak,71,True,216,6,10,0.006
n7,minbreak,72,True,279,12,10,0.0066
n7,minbreak,73,True,1103,30,10,0.0166
n7,minbreak,74,True,483,8,10,0.0091
n7,minbreak,75,True,379,14,10,0.0076
n7,minbreak,76,True,473,12,10,0.0089
n7,minbreak,77,True,984,21,10,0.0147
n7,minbreak,78,True,281,12,10,0.0065
n7,minbreak,79,True,213,13,10,0.0058
n7,minbreak,80,True,950,12,10,0.0146
n7,minbreak,81,True,495,22,10,0.0091
n7,minbreak,82,True,229,10,10,0.0058
n7,minbreak,83,True,321,12,10,0.0071
n7,minbreak,84,True,720,19,10,0.0119
n7,minbreak,85,True,644,12,10,0.011
n7,minbreak,86,True,130,6,10,0.0046
n7,minbreak,87,True,239,9,10,0.0061
n7,minbreak,88,True,320,12,10,0.0069
n7,minbreak,89,True,1621,20,10,0.0231
n7,minbreak,90,True,264,12,10,0.0064
n7,minbreak,91,True,1010,13,10,0.0153
n7,minbreak,92,True,202,11,10,0.0057
n7,minbreak,93,True,555,18,10,0.0099
n7,minbreak,94,True,298,6,10,0.0068
n7,minbreak,95,True,493,13,10,0.0092
n7,minbreak,96,True,287,7,10,0.0066
n7,minbreak,97,True,563,13,10,0.0101
n7,minbreak,98,True,317,11,10,0.0072
n7,minbreak,99,True,329,9,10,0.0073
n7,noveltyplus,0,True,230,10,10,0.0062
n7,noveltyplus,1,True,255,13,10,0.0064
n7,noveltyplus,2,True,212,7,10,0.0058
n7,noveltyplus,3,True,288,10,10,0.007
n7,noveltyplus,4,True,437,22,10,0.0088
n7,noveltyplus,5,True,212,12,10,0.006
n7,noveltyplus,6,True,195,13,10,0.0057
n7,noveltyplus,7,True,244,16,10,0.0064
n7,noveltyplus,8,True,363,15,10,0.0079
n7,noveltyplus,9,True,286,19,10,0.0069
n7,noveltyplus,10,True,200,10,10,0.0058
n7,noveltyplus,11,True,235,16,10,0.0062
n7,noveltyplus,12,True,388,20,10,0.0082
n7,noveltyplus,13,True,177,10,10,0.0054
n7,noveltyplus,14,True,235,13,10,0.0061
n7,noveltyplus,15,True,355,20,10,0.0075
n7,noveltyplus,16,True,197,10,10,0.0057
n7,noveltyplus,17,True,214,10,10,0.006
n7,noveltyplus,18,True,284,14,10,0.0066
n7,noveltyplus,19,True,175,9,10,0.0053
n7,noveltyplus,20,True,275,6,10,0.0067
n7,noveltyplus,21,True,636,15,10,0.0113
n7,noveltyplus,22,True,359,10,10,0.0078
n7,noveltyplus,23,True,250,11,10,0.0064
n7,noveltyplus,24,True,208,15,10,0.0059
n7,noveltyplus,25,True,277,17,10,0.0067
n7,noveltyplus,26,True,512,19,10,0.0097
n7,noveltyplus,27,True,461,15,10,0.0092
n7,noveltyplus,28,True,205,12,10,0.0057
n7,noveltyplus,29,True,207,9,10,0.0058
n7,noveltyplus,30,True,327,15,10,0.0072
n7,noveltyplus,31,True,298,13,10,0.0068
n7,noveltyplus,32,True,458,20,10,0.009
n7,noveltyplus,33,True,391,20,10,0.008
n7,noveltyplus,34,True,223,10,10,0.0061
n7,noveltyplus,35,True,197,15,10,0.0058
n7,noveltyplus,36,True,345,14,10,0.0076
n7,noveltyplus,37,True,171,8,10,0.0053
n7,noveltyplus,38,True,226,6,10,0.006
n7,noveltyplus,39,True,816,14,10,0.0138
n7,noveltyplus,40,True,294,17,10,0.0069
n7,noveltyplus,41,True,193,11,10,0.0056
n7,noveltyplus,42,True,215,9,10,0.006
n7,noveltyplus,43,True,201,8,10,0.0057
n7,noveltyplus,44,True,367,25,10,0.0079
n7,noveltyplus,45,True,240,8,10,0.0062
n7,noveltyplus,46,True,189,10,10,0.0056
