scale,policy,instance_idx,solved,cumulative_flips,best_flips,n_tries,time_s
n12,minbreak,0,True,898,39,10,0.0322
n12,minbreak,1,True,609,24,10,0.0255
n12,minbreak,2,True,593,35,10,0.0251
n12,minbreak,3,True,1020,44,10,0.0344
n12,minbreak,4,True,1255,41,10,0.0388
n12,minbreak,5,True,637,27,10,0.0258
n12,minbreak,6,True,922,46,10,0.0322
n12,minbreak,7,True,1207,34,10,0.0368
n12,minbreak,8,True,1262,33,10,0.0377
n12,minbreak,9,True,1773,35,10,0.048
n12,minbreak,10,True,6638,42,10,0.1422
n12,minbreak,11,True,886,35,10,0.031
n12,minbreak,12,True,1512,28,10,0.0429
n12,minbreak,13,True,838,31,10,0.0301
n12,minbreak,14,True,2739,43,10,0.0685
n12,minbreak,15,True,1652,41,10,0.0461
n12,minbreak,16,True,851,28,10,0.0306
n12,minbreak,17,True,2421,29,10,0.0601
n12,minbreak,18,True,743,25,10,0.028
n12,minbreak,19,True,1291,77,10,0.0396
n12,minbreak,20,True,1721,41,10,0.0482
n12,minbreak,21,True,1470,39,10,0.0415
n12,minbreak,22,True,1518,36,10,0.0433
n12,minbreak,23,True,772,29,10,0.0287
n12,minbreak,24,True,1440,39,10,0.0412
n12,minbreak,25,True,1804,44,10,0.0487
n12,minbreak,26,True,786,28,10,0.0292
n12,minbreak,27,True,3116,60,10,0.0736
n12,minbreak,28,True,577,27,10,0.0246
n12,minbreak,29,True,6836,138,10,0.1485
n12,minbreak,30,True,640,31,10,0.0264
n12,minbreak,31,True,545,32,10,0.0241
n12,minbreak,32,True,979,34,10,0.0333
n12,minbreak,33,True,891,41,10,0.0315
n12,minbreak,34,True,1208,44,10,0.0369
n12,minbreak,35,True,959,34,10,0.0329
n12,minbreak,36,True,631,27,10,0.0263
n12,minbreak,37,True,7020,63,10,0.1525
n12,minbreak,38,True,722,39,10,0.0274
n12,minbreak,39,True,1352,39,10,0.0405
n12,minbreak,40,True,740,24,10,0.0283
n12,minbreak,41,True,640,34,10,0.026
n12,minbreak,42,True,708,25,10,0.0276
n12,minbreak,43,True,1166,42,10,0.0364
n12,minbreak,44,True,681,35,10,0.027
n12,minbreak,45,True,1676,40,10,0.0474
n12,minbreak,46,True,591,31,10,0.0247
n12,minbreak,47,True,1940,37,10,0.0514
n12,minbreak,48,True,1075,38,10,0.0347
n12,minbreak,49,True,1186,33,10,0.0364
n12,minbreak,50,True,645,28,10,0.026
n12,minbreak,51,True,3123,41,10,0.0742
n12,minbreak,52,True,1496,41,10,0.0431
n12,minbreak,53,True,957,44,10,0.0318
n12,minbreak,54,True,1283,39,10,0.0387
n12,minbreak,55,True,3026,43,10,0.0749
n12,minbreak,56,True,3356,55,10,0.0798
n12,minbreak,57,True,1473,55,10,0.0426
n12,minbreak,58,True,2733,67,10,0.0653
n12,minbreak,59,True,2640,37,10,0.0643
